node_name,count,patient_list,DDTRequestTime,KSRequestTime,KSTimeCommunication,KSTimeExec,TaggingTimeCommunication,TaggingTimeExec,medco-connector-DDT,medco-connector-i2b2-PDO,medco-connector-i2b2-PSM,medco-connector-local-agg,medco-connector-local-patient-list-masking,medco-connector-overall,medco-connector-unlynx-key-switch-count,medco-connector-unlynx-key-switch-patient-list
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,71,[4004 4020 4021 4029 4050 4055 4062 4081 4084 4088 4089 11978 11994 11995 12003 12024 12029 12036 12055 12058 12062 12063 19952 19968 19969 19977 19998 20003 20010 20029 20032 20036 20037 27926 27942 27943 27951 27972 27977 27984 28003 28006 28010 28011 35900 35916 35917 35925 35946 35951 35958 35977 35980 35984 35985 43874 43890 43891 43899 43920 43925 43932 43951 43954 43958 43959 49017 49018 49019 49026 49040],112,176,152,0,78,27,113,90,25931,2,53,26390,11,187
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,71,[4004 4020 4021 4029 4050 4055 4062 4081 4084 4088 4089 11978 11994 11995 12003 12024 12029 12036 12055 12058 12062 12063 19952 19968 19969 19977 19998 20003 20010 20029 20032 20036 20037 27926 27942 27943 27951 27972 27977 27984 28003 28006 28010 28011 35900 35916 35917 35925 35946 35951 35958 35977 35980 35984 35985 43874 43890 43891 43899 43920 43925 43932 43951 43954 43958 43959 49017 49018 49019 49026 49040],115,168,148,0,77,29,118,82,25006,2,52,25451,11,176
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,71,[4004 4020 4021 4029 4050 4055 4062 4081 4084 4088 4089 11978 11994 11995 12003 12024 12029 12036 12055 12058 12062 12063 19952 19968 19969 19977 19998 20003 20010 20029 20032 20036 20037 27926 27942 27943 27951 27972 27977 27984 28003 28006 28010 28011 35900 35916 35917 35925 35946 35951 35958 35977 35980 35984 35985 43874 43890 43891 43899 43920 43925 43932 43951 43954 43958 43959 49017 49018 49019 49026 49040],108,174,152,0,72,26,111,89,25900,5,53,26356,12,182
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,71,[4004 4020 4021 4029 4050 4055 4062 4081 4084 4088 4089 11978 11994 11995 12003 12024 12029 12036 12055 12058 12062 12063 19952 19968 19969 19977 19998 20003 20010 20029 20032 20036 20037 27926 27942 27943 27951 27972 27977 27984 28003 28006 28010 28011 35900 35916 35917 35925 35946 35951 35958 35977 35980 35984 35985 43874 43890 43891 43899 43920 43925 43932 43951 43954 43958 43959 49017 49018 49019 49026 49040],105,173,152,0,66,30,108,167,26142,3,51,26665,9,181
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,71,[4004 4020 4021 4029 4050 4055 4062 4081 4084 4088 4089 11978 11994 11995 12003 12024 12029 12036 12055 12058 12062 12063 19952 19968 19969 19977 19998 20003 20010 20029 20032 20036 20037 27926 27942 27943 27951 27972 27977 27984 28003 28006 28010 28011 35900 35916 35917 35925 35946 35951 35958 35977 35980 35984 35985 43874 43890 43891 43899 43920 43925 43932 43951 43954 43958 43959 49017 49018 49019 49026 49040],112,175,155,0,77,27,115,82,25039,2,53,25486,11,182
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,71,[4004 4020 4021 4029 4050 4055 4062 4081 4084 4088 4089 11978 11994 11995 12003 12024 12029 12036 12055 12058 12062 12063 19952 19968 19969 19977 19998 20003 20010 20029 20032 20036 20037 27926 27942 27943 27951 27972 27977 27984 28003 28006 28010 28011 35900 35916 35917 35925 35946 35951 35958 35977 35980 35984 35985 43874 43890 43891 43899 43920 43925 43932 43951 43954 43958 43959 49017 49018 49019 49026 49040],108,169,151,0,75,23,111,83,25846,2,53,26286,11,176
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,71,[4004 4020 4021 4029 4050 4055 4062 4081 4084 4088 4089 11978 11994 11995 12003 12024 12029 12036 12055 12058 12062 12063 19952 19968 19969 19977 19998 20003 20010 20029 20032 20036 20037 27926 27942 27943 27951 27972 27977 27984 28003 28006 28010 28011 35900 35916 35917 35925 35946 35951 35958 35977 35980 35984 35985 43874 43890 43891 43899 43920 43925 43932 43951 43954 43958 43959 49017 49018 49019 49026 49040],110,176,154,0,73,28,113,84,25980,2,61,26436,9,184
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,71,[4004 4020 4021 4029 4050 4055 4062 4081 4084 4088 4089 11978 11994 11995 12003 12024 12029 12036 12055 12058 12062 12063 19952 19968 19969 19977 19998 20003 20010 20029 20032 20036 20037 27926 27942 27943 27951 27972 27977 27984 28003 28006 28010 28011 35900 35916 35917 35925 35946 35951 35958 35977 35980 35984 35985 43874 43890 43891 43899 43920 43925 43932 43951 43954 43958 43959 49017 49018 49019 49026 49040],100,176,155,0,67,22,103,93,25090,4,49,25540,13,184
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,71,[4004 4020 4021 4029 4050 4055 4062 4081 4084 4088 4089 11978 11994 11995 12003 12024 12029 12036 12055 12058 12062 12063 19952 19968 19969 19977 19998 20003 20010 20029 20032 20036 20037 27926 27942 27943 27951 27972 27977 27984 28003 28006 28010 28011 35900 35916 35917 35925 35946 35951 35958 35977 35980 35984 35985 43874 43890 43891 43899 43920 43925 43932 43951 43954 43958 43959 49017 49018 49019 49026 49040],107,168,149,0,73,24,110,87,25720,2,53,26162,11,176
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,71,[4004 4020 4021 4029 4050 4055 4062 4081 4084 4088 4089 11978 11994 11995 12003 12024 12029 12036 12055 12058 12062 12063 19952 19968 19969 19977 19998 20003 20010 20029 20032 20036 20037 27926 27942 27943 27951 27972 27977 27984 28003 28006 28010 28011 35900 35916 35917 35925 35946 35951 35958 35977 35980 35984 35985 43874 43890 43891 43899 43920 43925 43932 43951 43954 43958 43959 49017 49018 49019 49026 49040],119,172,150,0,80,30,122,91,25982,2,47,26437,10,180
