node_name,count,patient_list,DDTRequestTime,KSRequestTime,KSTimeCommunication,KSTimeExec,TaggingTimeCommunication,TaggingTimeExec,medco-connector-DDT,medco-connector-i2b2-PDO,medco-connector-i2b2-PSM,medco-connector-local-agg,medco-connector-local-patient-list-masking,medco-connector-overall,medco-connector-unlynx-key-switch-count,medco-connector-unlynx-key-switch-patient-list
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],67,32,27,0,32,9,68,71,1619,0,9,1816,12,34
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],41,32,27,0,27,7,42,57,1621,0,8,1778,12,34
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],42,33,28,0,28,8,43,61,1681,0,7,1841,12,35
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],45,27,22,0,30,9,47,64,1665,0,9,1829,11,29
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],39,31,26,0,24,8,40,53,1552,0,9,1701,12,33
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],39,34,29,0,28,5,40,71,1548,0,9,1719,12,36
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],35,31,26,0,24,5,36,72,1596,0,9,1758,10,33
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],40,31,25,0,26,8,41,55,1609,0,9,1761,11,33
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],41,35,29,0,25,9,42,64,1568,0,9,1736,12,37
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],41,32,28,0,26,9,43,68,1506,0,8,1673,12,34
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],37,30,25,0,26,5,38,59,1601,0,5,1748,10,32
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],40,30,25,0,26,6,42,69,1687,0,8,1852,12,32
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],41,36,31,0,26,8,42,62,1533,0,8,1699,12,38
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],33,37,31,0,21,6,34,64,1619,0,6,1775,11,38
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],32,32,26,0,21,5,33,74,1632,0,9,1798,12,35
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],42,34,29,0,26,9,43,63,1585,0,9,1750,11,35
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],43,35,30,0,27,9,44,68,1734,0,8,1904,11,36
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],39,35,30,0,25,8,40,63,1601,0,7,1763,12,36
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],34,32,27,0,21,8,35,69,1500,0,9,1665,14,34
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],43,33,28,0,27,8,44,57,1584,0,9,1745,12,35
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],37,32,27,0,21,9,38,63,1597,1,9,1757,12,34
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],40,34,29,0,26,8,42,53,1507,0,7,1658,11,36
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],36,33,27,0,24,7,38,62,1620,0,9,1778,10,35
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],40,32,27,0,26,8,42,59,1745,0,9,1903,11,34
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],40,29,24,0,26,9,42,50,1482,0,9,1628,11,31
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],41,34,29,0,28,7,42,53,1527,0,5,1678,11,36
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],38,32,27,0,24,8,39,105,1721,0,9,1922,11,34
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],41,29,24,0,26,8,43,76,1590,1,7,1764,12,31
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],37,33,28,0,24,7,37,53,1582,0,8,1731,11,35
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],40,35,29,0,28,6,42,70,1651,0,9,1825,12,37
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],41,31,26,0,26,9,43,49,1538,0,7,1685,12,32
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],41,33,28,0,24,9,43,68,1608,0,7,1774,10,35
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],43,30,26,0,26,7,44,54,1673,0,7,1824,11,32
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],40,35,29,0,26,8,42,59,1582,0,9,1742,10,37
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],36,34,29,0,24,7,37,65,1564,0,6,1720,9,35
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],33,36,31,0,21,6,34,52,1522,0,4,1665,12,37
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],42,30,25,0,27,8,44,64,1522,0,9,1686,12,32
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],42,31,27,0,26,9,42,63,1570,0,9,1732,12,33
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],38,31,26,0,26,5,39,72,1582,0,8,1750,11,35
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],42,35,30,0,26,9,43,91,1497,0,9,1692,11,37
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],35,37,32,0,23,7,36,66,1476,0,9,1641,11,39
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],35,31,26,0,23,6,37,66,1631,0,7,1788,12,33
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],38,32,28,0,22,9,40,76,1707,0,8,1878,11,33
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],41,35,29,0,26,8,42,64,1498,0,9,1665,11,37
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],42,33,28,0,28,8,44,57,1524,0,9,1683,11,35
MEDCO_theone_0_iccluster032.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],35,37,31,0,20,9,36,65,1568,0,10,1733,12,39
MEDCO_theone_1_iccluster035.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],42,35,30,0,26,10,43,117,1573,0,7,1793,13,36
MEDCO_theone_2_iccluster039.iccluster.epfl.ch,7,[1469 9443 17417 25391 33365 41339 48269],37,32,27,0,21,9,39,65,1804,1,8,1966,13,34
