node_name,count,patient_list,DDTRequestTime,KSRequestTime,KSTimeCommunication,KSTimeExec,TaggingTimeCommunication,TaggingTimeExec,medco-connector-DDT,medco-connector-i2b2-PDO,medco-connector-i2b2-PSM,medco-connector-local-agg,medco-connector-local-patient-list-masking,medco-connector-overall,medco-connector-unlynx-key-switch-count,medco-connector-unlynx-key-switch-patient-list
MEDCO_nebulaexp_0_iccluster032.iccluster.epfl.ch,150,[54 63 75 163 178 630 644 650 696 999 1499 1505 1537 1932 3176 3284 4007 4938 4970 5124 5270 5278 5370 8028 8037 8049 8137 8152 8604 8618 8624 8670 8973 9473 9479 9511 9906 11150 11258 11981 12912 12944 13098 13244 13252 13344 16002 16011 16023 16111 16126 16578 16592 16598 16644 16947 17447 17453 17485 17880 19124 19232 19955 20886 20918 21072 21218 21226 21318 23976 23985 23997 24085 24100 24552 24566 24572 24618 24921 25421 25427 25459 25854 27098 27206 27929 28860 28892 29046 29192 29200 29292 31950 31959 31971 32059 32074 32526 32540 32546 32592 32895 33395 33401 33433 33828 35072 35180 35903 36834 36866 37020 37166 37174 37266 39924 39933 39945 40033 40048 40500 40514 40520 40566 40869 41369 41375 41407 41802 43046 43154 43877 44808 44840 44994 45140 45148 45240 47861 47863 47865 47897 48033 48037 48054 48134 49013 49283 49294 49415],20,268,229,0,12,2,21,93,3647,9,104,4169,11,280
MEDCO_nebulaexp_1_iccluster035.iccluster.epfl.ch,150,[54 63 75 163 178 630 644 650 696 999 1499 1505 1537 1932 3176 3284 4007 4938 4970 5124 5270 5278 5370 8028 8037 8049 8137 8152 8604 8618 8624 8670 8973 9473 9479 9511 9906 11150 11258 11981 12912 12944 13098 13244 13252 13344 16002 16011 16023 16111 16126 16578 16592 16598 16644 16947 17447 17453 17485 17880 19124 19232 19955 20886 20918 21072 21218 21226 21318 23976 23985 23997 24085 24100 24552 24566 24572 24618 24921 25421 25427 25459 25854 27098 27206 27929 28860 28892 29046 29192 29200 29292 31950 31959 31971 32059 32074 32526 32540 32546 32592 32895 33395 33401 33433 33828 35072 35180 35903 36834 36866 37020 37166 37174 37266 39924 39933 39945 40033 40048 40500 40514 40520 40566 40869 41369 41375 41407 41802 43046 43154 43877 44808 44840 44994 45140 45148 45240 47861 47863 47865 47897 48033 48037 48054 48134 49013 49283 49294 49415],17,265,224,0,9,2,18,94,3680,5,106,4194,11,277
MEDCO_nebulaexp_2_iccluster037.iccluster.epfl.ch,150,[54 63 75 163 178 630 644 650 696 999 1499 1505 1537 1932 3176 3284 4007 4938 4970 5124 5270 5278 5370 8028 8037 8049 8137 8152 8604 8618 8624 8670 8973 9473 9479 9511 9906 11150 11258 11981 12912 12944 13098 13244 13252 13344 16002 16011 16023 16111 16126 16578 16592 16598 16644 16947 17447 17453 17485 17880 19124 19232 19955 20886 20918 21072 21218 21226 21318 23976 23985 23997 24085 24100 24552 24566 24572 24618 24921 25421 25427 25459 25854 27098 27206 27929 28860 28892 29046 29192 29200 29292 31950 31959 31971 32059 32074 32526 32540 32546 32592 32895 33395 33401 33433 33828 35072 35180 35903 36834 36866 37020 37166 37174 37266 39924 39933 39945 40033 40048 40500 40514 40520 40566 40869 41369 41375 41407 41802 43046 43154 43877 44808 44840 44994 45140 45148 45240 47861 47863 47865 47897 48033 48037 48054 48134 49013 49283 49294 49415],19,270,227,0,10,2,19,91,4034,5,103,4545,8,282
MEDCO_nebulaexp_0_iccluster032.iccluster.epfl.ch,150,[54 63 75 163 178 630 644 650 696 999 1499 1505 1537 1932 3176 3284 4007 4938 4970 5124 5270 5278 5370 8028 8037 8049 8137 8152 8604 8618 8624 8670 8973 9473 9479 9511 9906 11150 11258 11981 12912 12944 13098 13244 13252 13344 16002 16011 16023 16111 16126 16578 16592 16598 16644 16947 17447 17453 17485 17880 19124 19232 19955 20886 20918 21072 21218 21226 21318 23976 23985 23997 24085 24100 24552 24566 24572 24618 24921 25421 25427 25459 25854 27098 27206 27929 28860 28892 29046 29192 29200 29292 31950 31959 31971 32059 32074 32526 32540 32546 32592 32895 33395 33401 33433 33828 35072 35180 35903 36834 36866 37020 37166 37174 37266 39924 39933 39945 40033 40048 40500 40514 40520 40566 40869 41369 41375 41407 41802 43046 43154 43877 44808 44840 44994 45140 45148 45240 47861 47863 47865 47897 48033 48037 48054 48134 49013 49283 49294 49415],20,261,227,0,12,2,21,98,3697,6,110,4220,12,273
MEDCO_nebulaexp_1_iccluster035.iccluster.epfl.ch,150,[54 63 75 163 178 630 644 650 696 999 1499 1505 1537 1932 3176 3284 4007 4938 4970 5124 5270 5278 5370 8028 8037 8049 8137 8152 8604 8618 8624 8670 8973 9473 9479 9511 9906 11150 11258 11981 12912 12944 13098 13244 13252 13344 16002 16011 16023 16111 16126 16578 16592 16598 16644 16947 17447 17453 17485 17880 19124 19232 19955 20886 20918 21072 21218 21226 21318 23976 23985 23997 24085 24100 24552 24566 24572 24618 24921 25421 25427 25459 25854 27098 27206 27929 28860 28892 29046 29192 29200 29292 31950 31959 31971 32059 32074 32526 32540 32546 32592 32895 33395 33401 33433 33828 35072 35180 35903 36834 36866 37020 37166 37174 37266 39924 39933 39945 40033 40048 40500 40514 40520 40566 40869 41369 41375 41407 41802 43046 43154 43877 44808 44840 44994 45140 45148 45240 47861 47863 47865 47897 48033 48037 48054 48134 49013 49283 49294 49415],18,296,260,0,11,2,19,103,3835,5,103,4388,10,309
MEDCO_nebulaexp_2_iccluster037.iccluster.epfl.ch,150,[54 63 75 163 178 630 644 650 696 999 1499 1505 1537 1932 3176 3284 4007 4938 4970 5124 5270 5278 5370 8028 8037 8049 8137 8152 8604 8618 8624 8670 8973 9473 9479 9511 9906 11150 11258 11981 12912 12944 13098 13244 13252 13344 16002 16011 16023 16111 16126 16578 16592 16598 16644 16947 17447 17453 17485 17880 19124 19232 19955 20886 20918 21072 21218 21226 21318 23976 23985 23997 24085 24100 24552 24566 24572 24618 24921 25421 25427 25459 25854 27098 27206 27929 28860 28892 29046 29192 29200 29292 31950 31959 31971 32059 32074 32526 32540 32546 32592 32895 33395 33401 33433 33828 35072 35180 35903 36834 36866 37020 37166 37174 37266 39924 39933 39945 40033 40048 40500 40514 40520 40566 40869 41369 41375 41407 41802 43046 43154 43877 44808 44840 44994 45140 45148 45240 47861 47863 47865 47897 48033 48037 48054 48134 49013 49283 49294 49415],19,257,218,0,11,2,21,123,3868,9,101,4406,11,269
MEDCO_nebulaexp_0_iccluster032.iccluster.epfl.ch,150,[54 63 75 163 178 630 644 650 696 999 1499 1505 1537 1932 3176 3284 4007 4938 4970 5124 5270 5278 5370 8028 8037 8049 8137 8152 8604 8618 8624 8670 8973 9473 9479 9511 9906 11150 11258 11981 12912 12944 13098 13244 13252 13344 16002 16011 16023 16111 16126 16578 16592 16598 16644 16947 17447 17453 17485 17880 19124 19232 19955 20886 20918 21072 21218 21226 21318 23976 23985 23997 24085 24100 24552 24566 24572 24618 24921 25421 25427 25459 25854 27098 27206 27929 28860 28892 29046 29192 29200 29292 31950 31959 31971 32059 32074 32526 32540 32546 32592 32895 33395 33401 33433 33828 35072 35180 35903 36834 36866 37020 37166 37174 37266 39924 39933 39945 40033 40048 40500 40514 40520 40566 40869 41369 41375 41407 41802 43046 43154 43877 44808 44840 44994 45140 45148 45240 47861 47863 47865 47897 48033 48037 48054 48134 49013 49283 49294 49415],21,268,225,0,12,2,22,93,3685,5,105,4205,10,280
MEDCO_nebulaexp_1_iccluster035.iccluster.epfl.ch,150,[54 63 75 163 178 630 644 650 696 999 1499 1505 1537 1932 3176 3284 4007 4938 4970 5124 5270 5278 5370 8028 8037 8049 8137 8152 8604 8618 8624 8670 8973 9473 9479 9511 9906 11150 11258 11981 12912 12944 13098 13244 13252 13344 16002 16011 16023 16111 16126 16578 16592 16598 16644 16947 17447 17453 17485 17880 19124 19232 19955 20886 20918 21072 21218 21226 21318 23976 23985 23997 24085 24100 24552 24566 24572 24618 24921 25421 25427 25459 25854 27098 27206 27929 28860 28892 29046 29192 29200 29292 31950 31959 31971 32059 32074 32526 32540 32546 32592 32895 33395 33401 33433 33828 35072 35180 35903 36834 36866 37020 37166 37174 37266 39924 39933 39945 40033 40048 40500 40514 40520 40566 40869 41369 41375 41407 41802 43046 43154 43877 44808 44840 44994 45140 45148 45240 47861 47863 47865 47897 48033 48037 48054 48134 49013 49283 49294 49415],19,253,210,0,12,2,20,90,3719,6,104,4217,10,264
MEDCO_nebulaexp_2_iccluster037.iccluster.epfl.ch,150,[54 63 75 163 178 630 644 650 696 999 1499 1505 1537 1932 3176 3284 4007 4938 4970 5124 5270 5278 5370 8028 8037 8049 8137 8152 8604 8618 8624 8670 8973 9473 9479 9511 9906 11150 11258 11981 12912 12944 13098 13244 13252 13344 16002 16011 16023 16111 16126 16578 16592 16598 16644 16947 17447 17453 17485 17880 19124 19232 19955 20886 20918 21072 21218 21226 21318 23976 23985 23997 24085 24100 24552 24566 24572 24618 24921 25421 25427 25459 25854 27098 27206 27929 28860 28892 29046 29192 29200 29292 31950 31959 31971 32059 32074 32526 32540 32546 32592 32895 33395 33401 33433 33828 35072 35180 35903 36834 36866 37020 37166 37174 37266 39924 39933 39945 40033 40048 40500 40514 40520 40566 40869 41369 41375 41407 41802 43046 43154 43877 44808 44840 44994 45140 45148 45240 47861 47863 47865 47897 48033 48037 48054 48134 49013 49283 49294 49415],19,268,227,0,11,2,21,95,3822,5,104,4341,10,280
MEDCO_nebulaexp_0_iccluster032.iccluster.epfl.ch,150,[54 63 75 163 178 630 644 650 696 999 1499 1505 1537 1932 3176 3284 4007 4938 4970 5124 5270 5278 5370 8028 8037 8049 8137 8152 8604 8618 8624 8670 8973 9473 9479 9511 9906 11150 11258 11981 12912 12944 13098 13244 13252 13344 16002 16011 16023 16111 16126 16578 16592 16598 16644 16947 17447 17453 17485 17880 19124 19232 19955 20886 20918 21072 21218 21226 21318 23976 23985 23997 24085 24100 24552 24566 24572 24618 24921 25421 25427 25459 25854 27098 27206 27929 28860 28892 29046 29192 29200 29292 31950 31959 31971 32059 32074 32526 32540 32546 32592 32895 33395 33401 33433 33828 35072 35180 35903 36834 36866 37020 37166 37174 37266 39924 39933 39945 40033 40048 40500 40514 40520 40566 40869 41369 41375 41407 41802 43046 43154 43877 44808 44840 44994 45140 45148 45240 47861 47863 47865 47897 48033 48037 48054 48134 49013 49283 49294 49415],20,302,257,0,11,2,21,101,3640,5,103,4198,11,313
